Observaciones,Positivos,Prevalencia,Score_Medio,Score_Mediana,Score_P95,Score_Max,Umbral_Global,Alertas,TP,Recall
2924,157,0.05369357045143639,0.16648022523148145,0.1708586754144288,0.26181165133041645,0.32274427855588733,0.5199999999999999,0,0,0.0
