Umbral,Average_Precision,AUC_ROC,F1,Precision,Recall,Balanced_Accuracy,Brier,TN,FP,FN,TP
0.8049999999999999,0.26471725698213616,0.7002153587720172,0.0006076718571971136,0.5714285714285714,0.0003039975680194558,0.5001318704997446,0.21807197426468858,74519,3,13154,4
0.8099999999999999,0.26471725698213616,0.7002153587720172,0.00045582314062143887,0.6,0.00022799817601459188,0.5001005802318306,0.21807197426468858,74520,2,13155,3
0.815,0.26471725698213616,0.7002153587720172,0.00030395136778115504,1.0,0.0001519987840097279,0.5000759993920049,0.21807197426468858,74522,0,13156,2
0.82,0.26471725698213616,0.7002153587720172,0.00015198723307242192,1.0,7.599939200486396e-05,0.5000379996960024,0.21807197426468858,74522,0,13157,1
0.825,0.26471725698213616,0.7002153587720172,0.00015198723307242192,1.0,7.599939200486396e-05,0.5000379996960024,0.21807197426468858,74522,0,13157,1
0.83,0.26471725698213616,0.7002153587720172,0.0,0.0,0.0,0.5,0.21807197426468858,74522,0,13158,0
0.835,0.26471725698213616,0.7002153587720172,0.0,0.0,0.0,0.5,0.21807197426468858,74522,0,13158,0
0.84,0.26471725698213616,0.7002153587720172,0.0,0.0,0.0,0.5,0.21807197426468858,74522,0,13158,0
0.845,0.26471725698213616,0.7002153587720172,0.0,0.0,0.0,0.5,0.21807197426468858,74522,0,13158,0
0.8499999999999999,0.26471725698213616,0.7002153587720172,0.0,0.0,0.0,0.5,0.21807197426468858,74522,0,13158,0
0.8549999999999999,0.26471725698213616,0.7002153587720172,0.0,0.0,0.0,0.5,0.21807197426468858,74522,0,13158,0
0.8599999999999999,0.26471725698213616,0.7002153587720172,0.0,0.0,0.0,0.5,0.21807197426468858,74522,0,13158,0
0.8649999999999999,0.26471725698213616,0.7002153587720172,0.0,0.0,0.0,0.5,0.21807197426468858,74522,0,13158,0
0.8699999999999999,0.26471725698213616,0.7002153587720172,0.0,0.0,0.0,0.5,0.21807197426468858,74522,0,13158,0
