,F1,F1,AUC_ROC,AUC_ROC,Average_Precision,Average_Precision,Precision,Precision,Recall,Recall,Brier,Brier
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Modelo,,,,,,,,,,,,
Random Forest,0.30058010261269996,0.05535393972672614,0.669980589537711,0.011275230849656072,0.2245217690593125,0.05046281457604962,0.20398396511140715,0.046943862622225906,0.5820581661737741,0.023502188288713168,0.21709812635058265,0.002683527082438325
XGBoost,0.29968340412115085,0.06331696002983789,0.6607005172010485,0.017556165393808918,0.217929210428947,0.05965564193296627,0.206901148794675,0.05542083977877029,0.5584604662814637,0.020857863061637304,0.20855596661567688,0.0029903062288444003
Regresión Logística,0.2862216841450634,0.05723874608801191,0.6436770915757439,0.013288933589687996,0.2102525090486154,0.055012760745301405,0.19151512207805133,0.04986316336114893,0.5909221727338901,0.02772827417060456,0.22051955508096044,0.004330747483753529
