Umbral,F1,AUC_ROC,Average_Precision,Precision,Recall,Especificidad,Balanced_Accuracy,Brier,Tasa_Predicha_Positiva,TN,FP,FN,TP
0.05,0.13151546932354483,0.7005466591587252,0.135733177405371,0.07041251778093884,0.994711792702274,0.09066608077923029,0.5426889367407521,0.12755213677883148,0.9148630136986301,2476,24833,10,1881
0.055,0.1322029128262858,0.7005466591587252,0.135733177405371,0.07081213491614849,0.9936541512427287,0.09714746054414296,0.5454008058934359,0.12755213677883148,0.9087328767123287,2653,24656,12,1879
0.06,0.13292281558551863,0.7005466591587252,0.135733177405371,0.07122809679132215,0.9931253305129562,0.10329927862609396,0.5482123045695251,0.12755213677883148,0.902945205479452,2821,24488,13,1878
0.065,0.133760912168181,0.7005466591587252,0.135733177405371,0.07171238633758692,0.9925965097831835,0.11029330989783588,0.5514449098405096,0.12755213677883148,0.8963698630136986,3012,24297,14,1877
0.07,0.13427054941902167,0.7005466591587252,0.135733177405371,0.072019389835725,0.9899524061343205,0.11673807169797502,0.5533452389161477,0.12755213677883148,0.8901712328767123,3188,24121,19,1872
0.075,0.13495559246154956,0.7005466591587252,0.135733177405371,0.07242221102801566,0.9883659439450027,0.1234391592515288,0.5559025515982657,0.12755213677883148,0.8838013698630137,3371,23938,22,1869
0.08,0.13573246092330063,0.7005466591587252,0.135733177405371,0.0728756001405207,0.9873083024854574,0.13025010069940313,0.5587792015924302,0.12755213677883148,0.8773630136986301,3557,23752,24,1867
0.08499999999999999,0.13654353562005278,0.7005466591587252,0.135733177405371,0.0733551206835453,0.985193019566367,0.13823281702003,0.5617129182931985,0.12755213677883148,0.8697602739726027,3775,23534,28,1863
0.09,0.13737299094771846,0.7005466591587252,0.135733177405371,0.07384603161992533,0.9830777366472766,0.14625215130543046,0.5646649439763536,0.12755213677883148,0.8621232876712329,3994,23315,32,1859
0.095,0.138452935694315,0.7005466591587252,0.135733177405371,0.07447661827223871,0.9820200951877314,0.1549672269215277,0.5684936610546295,0.12755213677883148,0.8539041095890411,4232,23077,34,1857
0.09999999999999999,0.13929337396997404,0.7005466591587252,0.135733177405371,0.07498177104431662,0.9788471708090957,0.16382877439671903,0.5713379726029073,0.12755213677883148,0.8454109589041096,4474,22835,40,1851
0.105,0.14017379425492354,0.7005466591587252,0.135733177405371,0.07550486468808765,0.9767318878900053,0.17188472664689297,0.5743083072684492,0.12755213677883148,0.8377397260273972,4694,22615,44,1847
0.10999999999999999,0.1409216166564605,0.7005466591587252,0.135733177405371,0.07595824565746585,0.9735589635113696,0.17990406093229339,0.5767315122218315,0.12755213677883148,0.8300342465753424,4913,22396,50,1841
0.11499999999999999,0.14201366109674682,0.7005466591587252,0.135733177405371,0.07659645325118641,0.973030142781597,0.18774030539382622,0.5803852240877116,0.12755213677883148,0.8226712328767123,5127,22182,51,1840
0.12,0.14280711311724192,0.7005466591587252,0.135733177405371,0.07707493279569892,0.970386039132734,0.19539346003149144,0.5828897495821127,0.12755213677883148,0.8153424657534246,5336,21973,56,1835
0.12499999999999999,0.14368627450980392,0.7005466591587252,0.135733177405371,0.07759752636706341,0.9687995769434162,0.20257058112710097,0.5856850790352586,0.12755213677883148,0.808527397260274,5532,21777,59,1832
0.13,0.14447524752475246,0.7005466591587252,0.135733177405371,0.07808553448349673,0.9645690111052353,0.2114321286022923,0.5880005698537638,0.12755213677883148,0.7999657534246576,5774,21535,67,1824
