Umbral,F1,AUC_ROC,Average_Precision,Precision,Recall,Especificidad,Balanced_Accuracy,Brier,TN,FP,FN,TP
0.825,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.83,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.835,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.84,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.845,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.8499999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.8549999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.8599999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.8649999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.8699999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.8749999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.8799999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.8849999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.8899999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.8949999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.8999999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.9049999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.9099999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.9149999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.9199999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.9249999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.9299999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.9349999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.94,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.945,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.95,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
