Umbral,F1,AUC_ROC,Average_Precision,Precision,Recall,Especificidad,Balanced_Accuracy,Brier,TN,FP,FN,TP
0.715,0.0027235587834770767,0.6915895017167712,0.2565553953059525,0.3,0.0013679890560875513,0.9994364080405786,0.5004021985483331,0.22694498129081228,74480,42,13140,18
0.72,0.0016671718702637162,0.6915895017167712,0.2565553953059525,0.2894736842105263,0.0008359933120535035,0.9996376908832291,0.5002368420976413,0.22694498129081228,74495,27,13147,11
0.725,0.0012135922330097086,0.6915895017167712,0.2565553953059525,0.3076923076923077,0.0006079951360389116,0.9997584605888195,0.5001832278624292,0.22694498129081228,74504,18,13150,8
0.73,0.0007592437931819907,0.6915895017167712,0.2565553953059525,0.38461538461538464,0.0003799969600243198,0.9998926491505864,0.5001363230553053,0.22694498129081228,74514,8,13153,5
0.735,0.0006077180188392585,0.6915895017167712,0.2565553953059525,0.6666666666666666,0.0003039975680194558,0.9999731622876467,0.5001385799278331,0.22694498129081228,74520,2,13154,4
0.74,0.00015197568389057752,0.6915895017167712,0.2565553953059525,0.5,7.599939200486396e-05,0.9999865811438233,0.500031290267914,0.22694498129081228,74521,1,13157,1
0.7449999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.7499999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.7549999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.7599999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.7649999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.7699999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.7749999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.7799999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.7849999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.7899999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.7949999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.7999999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.8049999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.8099999999999999,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.815,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
0.82,0.0,0.6915895017167712,0.2565553953059525,0.0,0.0,1.0,0.5,0.22694498129081228,74522,0,13158,0
