Modelo,Umbral,Average_Precision,AUC_ROC,F1,Precision,Recall,Balanced_Accuracy,Brier,TN,FP,FN,TP
Random Forest ajustado,0.5199999999999999,0.3098375996626644,0.6933242182043409,0.40578901871113465,0.2940629673038839,0.654434250764526,0.6428182402000494,0.2220882670045042,29895,17467,3842,7276
