Fecha_Acc,Anio,Mes,Dia_Num,Dia_Semana,Es_Festivo,Nombre_Festivo,Siniestros
2019-07-15,2019,7,0,Lunes,False,,46
2019-07-16,2019,7,1,Martes,False,,26
2019-07-17,2019,7,2,Miércoles,False,,38
2019-07-18,2019,7,3,Jueves,False,,35
2019-07-19,2019,7,4,Viernes,False,,53
2019-07-20,2019,7,5,Sábado,True,Día de la Independencia,29
2019-07-21,2019,7,6,Domingo,False,,26
2019-07-22,2019,7,0,Lunes,False,,35
2019-07-23,2019,7,1,Martes,False,,43
2019-07-24,2019,7,2,Miércoles,False,,40
2019-07-25,2019,7,3,Jueves,False,,42
2019-07-26,2019,7,4,Viernes,False,,43
2019-07-27,2019,7,5,Sábado,False,,43
2019-07-28,2019,7,6,Domingo,False,,21
2019-07-29,2019,7,0,Lunes,False,,44
2019-07-30,2019,7,1,Martes,False,,30
2019-07-31,2019,7,2,Miércoles,False,,36
2019-08-01,2019,8,3,Jueves,False,,34
2019-08-02,2019,8,4,Viernes,False,,46
2019-08-03,2019,8,5,Sábado,False,,39
2019-08-04,2019,8,6,Domingo,False,,32
2019-08-05,2019,8,0,Lunes,False,,37
2019-08-06,2019,8,1,Martes,False,,41
2019-08-07,2019,8,2,Miércoles,True,Batalla de Boyacá,35
2019-08-08,2019,8,3,Jueves,False,,44
2019-08-09,2019,8,4,Viernes,False,,41
2019-08-10,2019,8,5,Sábado,False,,50
2019-08-11,2019,8,6,Domingo,False,,22
2019-08-12,2019,8,0,Lunes,False,,40
2019-08-13,2019,8,1,Martes,False,,32
2019-08-14,2019,8,2,Miércoles,False,,36
2019-08-15,2019,8,3,Jueves,False,,41
2019-08-16,2019,8,4,Viernes,False,,32
2019-08-17,2019,8,5,Sábado,False,,40
2019-08-18,2019,8,6,Domingo,False,,24
2019-08-19,2019,8,0,Lunes,True,La Asunción (observado),16
2019-08-20,2019,8,1,Martes,False,,41
2019-08-21,2019,8,2,Miércoles,False,,39
2019-08-22,2019,8,3,Jueves,False,,36
2019-08-23,2019,8,4,Viernes,False,,29
2019-08-24,2019,8,5,Sábado,False,,35
2019-08-25,2019,8,6,Domingo,False,,21
2019-08-26,2019,8,0,Lunes,False,,37
2019-08-27,2019,8,1,Martes,False,,47
2019-08-28,2019,8,2,Miércoles,False,,34
2019-08-29,2019,8,3,Jueves,False,,35
2019-08-30,2019,8,4,Viernes,False,,41
2019-08-31,2019,8,5,Sábado,False,,34
2019-09-01,2019,9,6,Domingo,False,,23
2019-09-02,2019,9,0,Lunes,False,,32
2019-09-03,2019,9,1,Martes,False,,48
2019-09-04,2019,9,2,Miércoles,False,,53
2019-09-05,2019,9,3,Jueves,False,,44
2019-09-06,2019,9,4,Viernes,False,,41
2019-09-07,2019,9,5,Sábado,False,,44
2019-09-08,2019,9,6,Domingo,False,,34
2019-09-09,2019,9,0,Lunes,False,,48
2019-09-10,2019,9,1,Martes,False,,41
2019-09-11,2019,9,2,Miércoles,False,,33
2019-09-12,2019,9,3,Jueves,False,,36
2019-09-13,2019,9,4,Viernes,False,,35
2019-09-14,2019,9,5,Sábado,False,,43
2019-09-15,2019,9,6,Domingo,False,,32
2019-09-16,2019,9,0,Lunes,False,,34
2019-09-17,2019,9,1,Martes,False,,42
2019-09-18,2019,9,2,Miércoles,False,,27
2019-09-19,2019,9,3,Jueves,False,,28
2019-09-20,2019,9,4,Viernes,False,,31
2019-09-21,2019,9,5,Sábado,False,,37
2019-09-22,2019,9,6,Domingo,False,,22
2019-09-23,2019,9,0,Lunes,False,,30
2019-09-24,2019,9,1,Martes,False,,49
2019-09-25,2019,9,2,Miércoles,False,,24
2019-09-26,2019,9,3,Jueves,False,,46
2019-09-27,2019,9,4,Viernes,False,,43
2019-09-28,2019,9,5,Sábado,False,,29
2019-09-29,2019,9,6,Domingo,False,,18
2019-09-30,2019,9,0,Lunes,False,,44
2019-10-01,2019,10,1,Martes,False,,45
2019-10-02,2019,10,2,Miércoles,False,,39
2019-10-03,2019,10,3,Jueves,False,,31
2019-10-04,2019,10,4,Viernes,False,,43
2019-10-05,2019,10,5,Sábado,False,,45
2019-10-06,2019,10,6,Domingo,False,,31
2019-10-07,2019,10,0,Lunes,False,,28
2019-10-08,2019,10,1,Martes,False,,42
2019-10-09,2019,10,2,Miércoles,False,,34
2019-10-10,2019,10,3,Jueves,False,,37
2019-10-11,2019,10,4,Viernes,False,,48
2019-10-12,2019,10,5,Sábado,False,,36
2019-10-13,2019,10,6,Domingo,False,,22
2019-10-14,2019,10,0,Lunes,True,Día de la Raza (observado),22
2019-10-15,2019,10,1,Martes,False,,29
2019-10-16,2019,10,2,Miércoles,False,,27
2019-10-17,2019,10,3,Jueves,False,,31
2019-10-18,2019,10,4,Viernes,False,,38
2019-10-19,2019,10,5,Sábado,False,,37
2019-10-20,2019,10,6,Domingo,False,,24
2019-10-21,2019,10,0,Lunes,False,,33
2019-10-22,2019,10,1,Martes,False,,24
2019-10-23,2019,10,2,Miércoles,False,,31
2019-10-24,2019,10,3,Jueves,False,,37
2019-10-25,2019,10,4,Viernes,False,,34
2019-10-26,2019,10,5,Sábado,False,,41
2019-10-27,2019,10,6,Domingo,False,,21
2019-10-28,2019,10,0,Lunes,False,,35
2019-10-29,2019,10,1,Martes,False,,36
2019-10-30,2019,10,2,Miércoles,False,,34
2019-10-31,2019,10,3,Jueves,False,,37
2019-11-01,2019,11,4,Viernes,False,,35
2019-11-02,2019,11,5,Sábado,False,,23
2019-11-03,2019,11,6,Domingo,False,,30
2019-11-04,2019,11,0,Lunes,True,Día de Todos los Santos (observado),31
2019-11-05,2019,11,1,Martes,False,,31
2019-11-06,2019,11,2,Miércoles,False,,43
2019-11-07,2019,11,3,Jueves,False,,31
2019-11-08,2019,11,4,Viernes,False,,35
2019-11-09,2019,11,5,Sábado,False,,21
2019-11-10,2019,11,6,Domingo,False,,17
2019-11-11,2019,11,0,Lunes,True,Independencia de Cartagena,20
2019-11-12,2019,11,1,Martes,False,,30
2019-11-13,2019,11,2,Miércoles,False,,35
2019-11-14,2019,11,3,Jueves,False,,35
2019-11-15,2019,11,4,Viernes,False,,23
2019-11-16,2019,11,5,Sábado,False,,34
2019-11-17,2019,11,6,Domingo,False,,22
2019-11-18,2019,11,0,Lunes,False,,34
2019-11-19,2019,11,1,Martes,False,,34
2019-11-20,2019,11,2,Miércoles,False,,43
2019-11-21,2019,11,3,Jueves,False,,31
2019-11-22,2019,11,4,Viernes,False,,26
2019-11-23,2019,11,5,Sábado,False,,28
2019-11-24,2019,11,6,Domingo,False,,17
2019-11-25,2019,11,0,Lunes,False,,44
2019-11-26,2019,11,1,Martes,False,,19
2019-11-27,2019,11,2,Miércoles,False,,25
2019-11-28,2019,11,3,Jueves,False,,37
2019-11-29,2019,11,4,Viernes,False,,35
2019-11-30,2019,11,5,Sábado,False,,34
2019-12-01,2019,12,6,Domingo,False,,29
2019-12-02,2019,12,0,Lunes,False,,32
2019-12-03,2019,12,1,Martes,False,,40
2019-12-04,2019,12,2,Miércoles,False,,41
2019-12-05,2019,12,3,Jueves,False,,29
2019-12-06,2019,12,4,Viernes,False,,46
2019-12-07,2019,12,5,Sábado,False,,37
2019-12-08,2019,12,6,Domingo,True,La Inmaculada Concepción,23
2019-12-09,2019,12,0,Lunes,False,,34
2019-12-10,2019,12,1,Martes,False,,42
2019-12-11,2019,12,2,Miércoles,False,,37
2019-12-12,2019,12,3,Jueves,False,,26
2019-12-13,2019,12,4,Viernes,False,,39
2019-12-14,2019,12,5,Sábado,False,,39
2019-12-15,2019,12,6,Domingo,False,,31
2019-12-16,2019,12,0,Lunes,False,,34
2019-12-17,2019,12,1,Martes,False,,28
2019-12-18,2019,12,2,Miércoles,False,,25
2019-12-19,2019,12,3,Jueves,False,,38
2019-12-20,2019,12,4,Viernes,False,,48
2019-12-21,2019,12,5,Sábado,False,,26
2019-12-22,2019,12,6,Domingo,False,,20
2019-12-23,2019,12,0,Lunes,False,,33
2019-12-24,2019,12,1,Martes,False,,40
2019-12-25,2019,12,2,Miércoles,True,Navidad,19
2019-12-26,2019,12,3,Jueves,False,,32
2019-12-27,2019,12,4,Viernes,False,,27
2019-12-28,2019,12,5,Sábado,False,,21
2019-12-29,2019,12,6,Domingo,False,,16
2019-12-30,2019,12,0,Lunes,False,,26
2019-12-31,2019,12,1,Martes,False,,23
2020-01-01,2020,1,2,Miércoles,True,Año Nuevo,13
2020-01-02,2020,1,3,Jueves,False,,8
2020-01-03,2020,1,4,Viernes,False,,23
2020-01-04,2020,1,5,Sábado,False,,20
2020-01-05,2020,1,6,Domingo,False,,9
2020-01-06,2020,1,0,Lunes,True,Día de los Reyes Magos,14
2020-01-07,2020,1,1,Martes,False,,30
2020-01-08,2020,1,2,Miércoles,False,,23
2020-01-09,2020,1,3,Jueves,False,,27
2020-01-10,2020,1,4,Viernes,False,,31
2020-01-11,2020,1,5,Sábado,False,,22
2020-01-12,2020,1,6,Domingo,False,,29
2020-01-13,2020,1,0,Lunes,False,,30
2020-01-14,2020,1,1,Martes,False,,28
2020-01-15,2020,1,2,Miércoles,False,,41
2020-01-16,2020,1,3,Jueves,False,,33
2020-01-17,2020,1,4,Viernes,False,,25
2020-01-18,2020,1,5,Sábado,False,,34
2020-01-19,2020,1,6,Domingo,False,,28
2020-01-20,2020,1,0,Lunes,False,,24
2020-01-21,2020,1,1,Martes,False,,29
2020-01-22,2020,1,2,Miércoles,False,,29
2020-01-23,2020,1,3,Jueves,False,,24
2020-01-24,2020,1,4,Viernes,False,,33
2020-01-25,2020,1,5,Sábado,False,,24
2020-01-26,2020,1,6,Domingo,False,,21
2020-01-27,2020,1,0,Lunes,False,,35
2020-01-28,2020,1,1,Martes,False,,26
2020-01-29,2020,1,2,Miércoles,False,,32
2020-01-30,2020,1,3,Jueves,False,,34
2020-01-31,2020,1,4,Viernes,False,,32
2020-02-01,2020,2,5,Sábado,False,,40
2020-02-02,2020,2,6,Domingo,False,,23
2020-02-03,2020,2,0,Lunes,False,,40
2020-02-04,2020,2,1,Martes,False,,39
2020-02-05,2020,2,2,Miércoles,False,,39
2020-02-06,2020,2,3,Jueves,False,,32
2020-02-07,2020,2,4,Viernes,False,,39
2020-02-08,2020,2,5,Sábado,False,,39
2020-02-09,2020,2,6,Domingo,False,,22
2020-02-10,2020,2,0,Lunes,False,,33
2020-02-11,2020,2,1,Martes,False,,35
2020-02-12,2020,2,2,Miércoles,False,,36
2020-02-13,2020,2,3,Jueves,False,,36
2020-02-14,2020,2,4,Viernes,False,,36
2020-02-15,2020,2,5,Sábado,False,,34
2020-02-16,2020,2,6,Domingo,False,,29
2020-02-17,2020,2,0,Lunes,False,,27
2020-02-18,2020,2,1,Martes,False,,38
2020-02-19,2020,2,2,Miércoles,False,,38
2020-02-20,2020,2,3,Jueves,False,,35
2020-02-21,2020,2,4,Viernes,False,,41
2020-02-22,2020,2,5,Sábado,False,,36
2020-02-23,2020,2,6,Domingo,False,,21
2020-02-24,2020,2,0,Lunes,False,,29
2020-02-25,2020,2,1,Martes,False,,29
2020-02-26,2020,2,2,Miércoles,False,,34
2020-02-27,2020,2,3,Jueves,False,,37
2020-02-28,2020,2,4,Viernes,False,,41
2020-02-29,2020,2,5,Sábado,False,,43
2020-03-01,2020,3,6,Domingo,False,,29
2020-03-02,2020,3,0,Lunes,False,,32
2020-03-03,2020,3,1,Martes,False,,37
2020-03-04,2020,3,2,Miércoles,False,,37
2020-03-05,2020,3,3,Jueves,False,,45
2020-03-06,2020,3,4,Viernes,False,,47
2020-03-07,2020,3,5,Sábado,False,,30
2020-03-08,2020,3,6,Domingo,False,,25
2020-03-09,2020,3,0,Lunes,False,,35
2020-03-10,2020,3,1,Martes,False,,30
2020-03-11,2020,3,2,Miércoles,False,,31
2020-03-12,2020,3,3,Jueves,False,,32
2020-03-13,2020,3,4,Viernes,False,,39
2020-03-14,2020,3,5,Sábado,False,,36
2020-03-15,2020,3,6,Domingo,False,,20
2020-03-16,2020,3,0,Lunes,False,,33
2020-03-17,2020,3,1,Martes,False,,22
2020-03-18,2020,3,2,Miércoles,False,,31
2020-03-19,2020,3,3,Jueves,False,,24
2020-03-20,2020,3,4,Viernes,False,,8
2020-03-21,2020,3,5,Sábado,False,,2
2020-03-22,2020,3,6,Domingo,False,,6
2020-03-23,2020,3,0,Lunes,True,Día de San José (observado),2
2020-03-24,2020,3,1,Martes,False,,23
2020-03-25,2020,3,2,Miércoles,False,,4
2020-03-26,2020,3,3,Jueves,False,,7
2020-03-27,2020,3,4,Viernes,False,,10
2020-03-28,2020,3,5,Sábado,False,,6
2020-03-29,2020,3,6,Domingo,False,,4
2020-03-30,2020,3,0,Lunes,False,,8
2020-03-31,2020,3,1,Martes,False,,7
2020-04-01,2020,4,2,Miércoles,False,,8
2020-04-02,2020,4,3,Jueves,False,,13
2020-04-03,2020,4,4,Viernes,False,,8
2020-04-04,2020,4,5,Sábado,False,,5
2020-04-05,2020,4,6,Domingo,False,,13
2020-04-06,2020,4,0,Lunes,False,,17
2020-04-07,2020,4,1,Martes,False,,21
2020-04-08,2020,4,2,Miércoles,False,,7
2020-04-09,2020,4,3,Jueves,True,Jueves Santo,8
2020-04-10,2020,4,4,Viernes,True,Viernes Santo,4
2020-04-11,2020,4,5,Sábado,False,,4
2020-04-12,2020,4,6,Domingo,False,,6
2020-04-13,2020,4,0,Lunes,False,,6
2020-04-14,2020,4,1,Martes,False,,11
2020-04-15,2020,4,2,Miércoles,False,,12
2020-04-16,2020,4,3,Jueves,False,,14
2020-04-17,2020,4,4,Viernes,False,,13
2020-04-18,2020,4,5,Sábado,False,,15
2020-04-19,2020,4,6,Domingo,False,,14
2020-04-20,2020,4,0,Lunes,False,,15
2020-04-21,2020,4,1,Martes,False,,7
2020-04-22,2020,4,2,Miércoles,False,,11
2020-04-23,2020,4,3,Jueves,False,,10
2020-04-24,2020,4,4,Viernes,False,,15
2020-04-25,2020,4,5,Sábado,False,,15
2020-04-26,2020,4,6,Domingo,False,,6
2020-04-27,2020,4,0,Lunes,False,,17
2020-04-28,2020,4,1,Martes,False,,11
2020-04-29,2020,4,2,Miércoles,False,,12
2020-04-30,2020,4,3,Jueves,False,,14
2020-05-01,2020,5,4,Viernes,True,Día del Trabajo,7
2020-05-02,2020,5,5,Sábado,False,,10
2020-05-03,2020,5,6,Domingo,False,,8
2020-05-04,2020,5,0,Lunes,False,,25
2020-05-05,2020,5,1,Martes,False,,11
2020-05-06,2020,5,2,Miércoles,False,,14
2020-05-07,2020,5,3,Jueves,False,,21
2020-05-08,2020,5,4,Viernes,False,,19
2020-05-09,2020,5,5,Sábado,False,,20
2020-05-10,2020,5,6,Domingo,False,,8
2020-05-11,2020,5,0,Lunes,False,,23
2020-05-12,2020,5,1,Martes,False,,16
2020-05-13,2020,5,2,Miércoles,False,,21
2020-05-14,2020,5,3,Jueves,False,,17
2020-05-15,2020,5,4,Viernes,False,,21
2020-05-16,2020,5,5,Sábado,False,,20
2020-05-17,2020,5,6,Domingo,False,,19
2020-05-18,2020,5,0,Lunes,False,,14
2020-05-19,2020,5,1,Martes,False,,9
2020-05-20,2020,5,2,Miércoles,False,,30
2020-05-21,2020,5,3,Jueves,False,,15
2020-05-22,2020,5,4,Viernes,False,,27
2020-05-23,2020,5,5,Sábado,False,,17
2020-05-24,2020,5,6,Domingo,False,,10
2020-05-25,2020,5,0,Lunes,True,Ascensión del señor (observado),16
2020-05-26,2020,5,1,Martes,False,,22
2020-05-27,2020,5,2,Miércoles,False,,19
2020-05-28,2020,5,3,Jueves,False,,11
2020-05-29,2020,5,4,Viernes,False,,19
2020-05-30,2020,5,5,Sábado,False,,23
2020-05-31,2020,5,6,Domingo,False,,17
2020-06-01,2020,6,0,Lunes,False,,16
2020-06-02,2020,6,1,Martes,False,,18
2020-06-03,2020,6,2,Miércoles,False,,19
2020-06-04,2020,6,3,Jueves,False,,23
2020-06-05,2020,6,4,Viernes,False,,25
2020-06-06,2020,6,5,Sábado,False,,38
2020-06-07,2020,6,6,Domingo,False,,15
2020-06-08,2020,6,0,Lunes,False,,17
2020-06-09,2020,6,1,Martes,False,,16
2020-06-10,2020,6,2,Miércoles,False,,21
2020-06-11,2020,6,3,Jueves,False,,20
2020-06-12,2020,6,4,Viernes,False,,22
2020-06-13,2020,6,5,Sábado,False,,26
2020-06-14,2020,6,6,Domingo,False,,15
2020-06-15,2020,6,0,Lunes,True,Corpus Christi (observado),12
2020-06-16,2020,6,1,Martes,False,,31
2020-06-17,2020,6,2,Miércoles,False,,16
2020-06-18,2020,6,3,Jueves,False,,19
2020-06-19,2020,6,4,Viernes,False,,20
2020-06-20,2020,6,5,Sábado,False,,26
2020-06-21,2020,6,6,Domingo,False,,16
2020-06-22,2020,6,0,Lunes,True,Sagrado Corazón (observado),18
2020-06-23,2020,6,1,Martes,False,,23
2020-06-24,2020,6,2,Miércoles,False,,27
2020-06-25,2020,6,3,Jueves,False,,24
2020-06-26,2020,6,4,Viernes,False,,25
2020-06-27,2020,6,5,Sábado,False,,25
2020-06-28,2020,6,6,Domingo,False,,20
2020-06-29,2020,6,0,Lunes,True,San Pedro y San Pablo,17
2020-06-30,2020,6,1,Martes,False,,23
2020-07-01,2020,7,2,Miércoles,False,,23
2020-07-02,2020,7,3,Jueves,False,,29
2020-07-03,2020,7,4,Viernes,False,,23
2020-07-04,2020,7,5,Sábado,False,,22
2020-07-05,2020,7,6,Domingo,False,,18
2020-07-06,2020,7,0,Lunes,False,,20
2020-07-07,2020,7,1,Martes,False,,31
2020-07-08,2020,7,2,Miércoles,False,,21
2020-07-09,2020,7,3,Jueves,False,,27
2020-07-10,2020,7,4,Viernes,False,,25
2020-07-11,2020,7,5,Sábado,False,,19
2020-07-12,2020,7,6,Domingo,False,,15
2020-07-13,2020,7,0,Lunes,False,,20
2020-07-14,2020,7,1,Martes,False,,15
2020-07-15,2020,7,2,Miércoles,False,,24
2020-07-16,2020,7,3,Jueves,False,,20
2020-07-17,2020,7,4,Viernes,False,,25
2020-07-18,2020,7,5,Sábado,False,,28
2020-07-19,2020,7,6,Domingo,False,,10
2020-07-20,2020,7,0,Lunes,True,Día de la Independencia,12
2020-07-21,2020,7,1,Martes,False,,17
2020-07-22,2020,7,2,Miércoles,False,,28
2020-07-23,2020,7,3,Jueves,False,,14
2020-07-24,2020,7,4,Viernes,False,,16
2020-07-25,2020,7,5,Sábado,False,,14
2020-07-26,2020,7,6,Domingo,False,,11
2020-07-27,2020,7,0,Lunes,False,,27
2020-07-28,2020,7,1,Martes,False,,24
2020-07-29,2020,7,2,Miércoles,False,,30
2020-07-30,2020,7,3,Jueves,False,,23
2020-07-31,2020,7,4,Viernes,False,,26
2020-08-01,2020,8,5,Sábado,False,,19
2020-08-02,2020,8,6,Domingo,False,,21
2020-08-03,2020,8,0,Lunes,False,,19
2020-08-04,2020,8,1,Martes,False,,26
2020-08-05,2020,8,2,Miércoles,False,,26
2020-08-06,2020,8,3,Jueves,False,,12
2020-08-07,2020,8,4,Viernes,True,Batalla de Boyacá,18
2020-08-08,2020,8,5,Sábado,False,,21
2020-08-09,2020,8,6,Domingo,False,,25
2020-08-10,2020,8,0,Lunes,False,,38
2020-08-11,2020,8,1,Martes,False,,24
2020-08-12,2020,8,2,Miércoles,False,,18
2020-08-13,2020,8,3,Jueves,False,,18
2020-08-14,2020,8,4,Viernes,False,,28
2020-08-15,2020,8,5,Sábado,False,,30
2020-08-16,2020,8,6,Domingo,False,,12
2020-08-17,2020,8,0,Lunes,True,La Asunción (observado),10
2020-08-18,2020,8,1,Martes,False,,15
2020-08-19,2020,8,2,Miércoles,False,,35
2020-08-20,2020,8,3,Jueves,False,,17
2020-08-21,2020,8,4,Viernes,False,,27
2020-08-22,2020,8,5,Sábado,False,,21
2020-08-23,2020,8,6,Domingo,False,,12
2020-08-24,2020,8,0,Lunes,False,,30
2020-08-25,2020,8,1,Martes,False,,27
2020-08-26,2020,8,2,Miércoles,False,,26
2020-08-27,2020,8,3,Jueves,False,,24
2020-08-28,2020,8,4,Viernes,False,,34
2020-08-29,2020,8,5,Sábado,False,,30
2020-08-30,2020,8,6,Domingo,False,,18
2020-08-31,2020,8,0,Lunes,False,,25
2020-09-01,2020,9,1,Martes,False,,23
2020-09-02,2020,9,2,Miércoles,False,,16
2020-09-03,2020,9,3,Jueves,False,,33
2020-09-04,2020,9,4,Viernes,False,,39
2020-09-05,2020,9,5,Sábado,False,,30
2020-09-06,2020,9,6,Domingo,False,,17
2020-09-07,2020,9,0,Lunes,False,,22
2020-09-08,2020,9,1,Martes,False,,32
2020-09-09,2020,9,2,Miércoles,False,,24
2020-09-10,2020,9,3,Jueves,False,,24
2020-09-11,2020,9,4,Viernes,False,,19
2020-09-12,2020,9,5,Sábado,False,,36
2020-09-13,2020,9,6,Domingo,False,,21
2020-09-14,2020,9,0,Lunes,False,,24
2020-09-15,2020,9,1,Martes,False,,29
2020-09-16,2020,9,2,Miércoles,False,,31
2020-09-17,2020,9,3,Jueves,False,,21
2020-09-18,2020,9,4,Viernes,False,,32
2020-09-19,2020,9,5,Sábado,False,,34
2020-09-20,2020,9,6,Domingo,False,,25
2020-09-21,2020,9,0,Lunes,False,,24
2020-09-22,2020,9,1,Martes,False,,43
2020-09-23,2020,9,2,Miércoles,False,,28
2020-09-24,2020,9,3,Jueves,False,,25
2020-09-25,2020,9,4,Viernes,False,,25
2020-09-26,2020,9,5,Sábado,False,,43
2020-09-27,2020,9,6,Domingo,False,,18
2020-09-28,2020,9,0,Lunes,False,,26
2020-09-29,2020,9,1,Martes,False,,24
2020-09-30,2020,9,2,Miércoles,False,,30
2020-10-01,2020,10,3,Jueves,False,,34
2020-10-02,2020,10,4,Viernes,False,,29
2020-10-03,2020,10,5,Sábado,False,,40
2020-10-04,2020,10,6,Domingo,False,,35
2020-10-05,2020,10,0,Lunes,False,,31
2020-10-06,2020,10,1,Martes,False,,32
2020-10-07,2020,10,2,Miércoles,False,,26
2020-10-08,2020,10,3,Jueves,False,,28
2020-10-09,2020,10,4,Viernes,False,,40
2020-10-10,2020,10,5,Sábado,False,,36
2020-10-11,2020,10,6,Domingo,False,,29
2020-10-12,2020,10,0,Lunes,True,Día de la Raza,14
2020-10-13,2020,10,1,Martes,False,,22
2020-10-14,2020,10,2,Miércoles,False,,33
2020-10-15,2020,10,3,Jueves,False,,28
2020-10-16,2020,10,4,Viernes,False,,29
2020-10-17,2020,10,5,Sábado,False,,25
2020-10-18,2020,10,6,Domingo,False,,32
2020-10-19,2020,10,0,Lunes,False,,28
2020-10-20,2020,10,1,Martes,False,,35
2020-10-21,2020,10,2,Miércoles,False,,33
2020-10-22,2020,10,3,Jueves,False,,33
2020-10-23,2020,10,4,Viernes,False,,33
2020-10-24,2020,10,5,Sábado,False,,36
2020-10-25,2020,10,6,Domingo,False,,32
2020-10-26,2020,10,0,Lunes,False,,24
2020-10-27,2020,10,1,Martes,False,,35
2020-10-28,2020,10,2,Miércoles,False,,26
2020-10-29,2020,10,3,Jueves,False,,34
2020-10-30,2020,10,4,Viernes,False,,31
2020-10-31,2020,10,5,Sábado,False,,42
2020-11-01,2020,11,6,Domingo,False,,21
2020-11-02,2020,11,0,Lunes,True,Día de Todos los Santos (observado),17
2020-11-03,2020,11,1,Martes,False,,42
2020-11-04,2020,11,2,Miércoles,False,,30
2020-11-05,2020,11,3,Jueves,False,,27
2020-11-06,2020,11,4,Viernes,False,,31
2020-11-07,2020,11,5,Sábado,False,,40
2020-11-08,2020,11,6,Domingo,False,,28
2020-11-09,2020,11,0,Lunes,False,,24
2020-11-10,2020,11,1,Martes,False,,28
2020-11-11,2020,11,2,Miércoles,False,,30
2020-11-12,2020,11,3,Jueves,False,,31
2020-11-13,2020,11,4,Viernes,False,,40
2020-11-14,2020,11,5,Sábado,False,,26
2020-11-15,2020,11,6,Domingo,False,,22
2020-11-16,2020,11,0,Lunes,True,Independencia de Cartagena (observado),16
2020-11-17,2020,11,1,Martes,False,,33
2020-11-18,2020,11,2,Miércoles,False,,26
2020-11-19,2020,11,3,Jueves,False,,31
2020-11-20,2020,11,4,Viernes,False,,40
2020-11-21,2020,11,5,Sábado,False,,23
2020-11-22,2020,11,6,Domingo,False,,31
2020-11-23,2020,11,0,Lunes,False,,33
2020-11-24,2020,11,1,Martes,False,,31
2020-11-25,2020,11,2,Miércoles,False,,31
2020-11-26,2020,11,3,Jueves,False,,29
2020-11-27,2020,11,4,Viernes,False,,31
2020-11-28,2020,11,5,Sábado,False,,37
2020-11-29,2020,11,6,Domingo,False,,37
2020-11-30,2020,11,0,Lunes,False,,32
2020-12-01,2020,12,1,Martes,False,,35
2020-12-02,2020,12,2,Miércoles,False,,27
2020-12-03,2020,12,3,Jueves,False,,22
2020-12-04,2020,12,4,Viernes,False,,39
2020-12-05,2020,12,5,Sábado,False,,37
2020-12-06,2020,12,6,Domingo,False,,32
2020-12-07,2020,12,0,Lunes,False,,47
2020-12-08,2020,12,1,Martes,True,La Inmaculada Concepción,23
2020-12-09,2020,12,2,Miércoles,False,,23
2020-12-10,2020,12,3,Jueves,False,,29
2020-12-11,2020,12,4,Viernes,False,,31
2020-12-12,2020,12,5,Sábado,False,,35
2020-12-13,2020,12,6,Domingo,False,,33
2020-12-14,2020,12,0,Lunes,False,,33
2020-12-15,2020,12,1,Martes,False,,32
2020-12-16,2020,12,2,Miércoles,False,,29
2020-12-17,2020,12,3,Jueves,False,,24
2020-12-18,2020,12,4,Viernes,False,,35
2020-12-19,2020,12,5,Sábado,False,,31
2020-12-20,2020,12,6,Domingo,False,,22
2020-12-21,2020,12,0,Lunes,False,,25
2020-12-22,2020,12,1,Martes,False,,34
2020-12-23,2020,12,2,Miércoles,False,,26
2020-12-24,2020,12,3,Jueves,False,,39
2020-12-25,2020,12,4,Viernes,True,Navidad,10
2020-12-26,2020,12,5,Sábado,False,,23
2020-12-27,2020,12,6,Domingo,False,,14
2020-12-28,2020,12,0,Lunes,False,,24
2020-12-29,2020,12,1,Martes,False,,27
2020-12-30,2020,12,2,Miércoles,False,,23
2020-12-31,2020,12,3,Jueves,False,,24
2021-01-01,2021,1,4,Viernes,True,Año Nuevo,9
2021-01-02,2021,1,5,Sábado,False,,16
2021-01-03,2021,1,6,Domingo,False,,13
2021-01-04,2021,1,0,Lunes,False,,28
2021-01-05,2021,1,1,Martes,False,,19
2021-01-06,2021,1,2,Miércoles,False,,15
2021-01-07,2021,1,3,Jueves,False,,11
2021-01-08,2021,1,4,Viernes,False,,8
2021-01-09,2021,1,5,Sábado,False,,14
2021-01-10,2021,1,6,Domingo,False,,9
2021-01-11,2021,1,0,Lunes,True,Día de los Reyes Magos (observado),9
2021-01-12,2021,1,1,Martes,False,,27
2021-01-13,2021,1,2,Miércoles,False,,24
2021-01-14,2021,1,3,Jueves,False,,20
2021-01-15,2021,1,4,Viernes,False,,18
2021-01-16,2021,1,5,Sábado,False,,25
2021-01-17,2021,1,6,Domingo,False,,10
2021-01-18,2021,1,0,Lunes,False,,18
2021-01-19,2021,1,1,Martes,False,,22
2021-01-20,2021,1,2,Miércoles,False,,26
2021-01-21,2021,1,3,Jueves,False,,27
2021-01-22,2021,1,4,Viernes,False,,26
2021-01-23,2021,1,5,Sábado,False,,17
2021-01-24,2021,1,6,Domingo,False,,10
2021-01-25,2021,1,0,Lunes,False,,33
2021-01-26,2021,1,1,Martes,False,,23
2021-01-27,2021,1,2,Miércoles,False,,28
2021-01-28,2021,1,3,Jueves,False,,25
2021-01-29,2021,1,4,Viernes,False,,30
2021-01-30,2021,1,5,Sábado,False,,38
2021-01-31,2021,1,6,Domingo,False,,17
2021-02-01,2021,2,0,Lunes,False,,20
2021-02-02,2021,2,1,Martes,False,,37
2021-02-03,2021,2,2,Miércoles,False,,26
