Fuera_Rectangulo_Urbano_Con_Coordenada,Dentro_Distrito_Fuera_Rectangulo,Fuera_Distrito_Con_Coordenada,Dentro_Distrito_Localidad_Distinta,Puntos_Limite_Compartido
9,9,18,5782,0
