Localidad,Franja_Horaria,Dia_Semana,Tasa,Observaciones_Train
SUMAPAZ,Noche,Sunday,0.0038461538461538464,260
SUMAPAZ,Noche,Thursday,0.0,261
SUMAPAZ,Noche,Tuesday,0.0,261
SUMAPAZ,Noche,Wednesday,0.0,261
SUMAPAZ,Tarde,Friday,0.0038314176245210726,261
SUMAPAZ,Tarde,Monday,0.0,261
SUMAPAZ,Tarde,Saturday,0.0,261
SUMAPAZ,Tarde,Sunday,0.0038461538461538464,260
SUMAPAZ,Tarde,Thursday,0.0,261
SUMAPAZ,Tarde,Tuesday,0.0,261
SUMAPAZ,Tarde,Wednesday,0.0,261
TEUSAQUILLO,Madrugada,Friday,0.1532567049808429,261
TEUSAQUILLO,Madrugada,Monday,0.07279693486590039,261
TEUSAQUILLO,Madrugada,Saturday,0.13793103448275862,261
TEUSAQUILLO,Madrugada,Sunday,0.16538461538461538,260
TEUSAQUILLO,Madrugada,Thursday,0.1111111111111111,261
TEUSAQUILLO,Madrugada,Tuesday,0.07279693486590039,261
TEUSAQUILLO,Madrugada,Wednesday,0.07279693486590039,261
TEUSAQUILLO,Mañana,Friday,0.12643678160919541,261
TEUSAQUILLO,Mañana,Monday,0.07662835249042145,261
TEUSAQUILLO,Mañana,Saturday,0.05363984674329502,261
TEUSAQUILLO,Mañana,Sunday,0.026923076923076925,260
TEUSAQUILLO,Mañana,Thursday,0.11877394636015326,261
TEUSAQUILLO,Mañana,Tuesday,0.1417624521072797,261
TEUSAQUILLO,Mañana,Wednesday,0.11494252873563218,261
TEUSAQUILLO,Noche,Friday,0.2796934865900383,261
TEUSAQUILLO,Noche,Monday,0.2681992337164751,261
TEUSAQUILLO,Noche,Saturday,0.2720306513409962,261
TEUSAQUILLO,Noche,Sunday,0.1423076923076923,260
TEUSAQUILLO,Noche,Thursday,0.2796934865900383,261
TEUSAQUILLO,Noche,Tuesday,0.3218390804597701,261
TEUSAQUILLO,Noche,Wednesday,0.28735632183908044,261
TEUSAQUILLO,Tarde,Friday,0.08045977011494253,261
TEUSAQUILLO,Tarde,Monday,0.06513409961685823,261
TEUSAQUILLO,Tarde,Saturday,0.07279693486590039,261
TEUSAQUILLO,Tarde,Sunday,0.019230769230769232,260
TEUSAQUILLO,Tarde,Thursday,0.07662835249042145,261
TEUSAQUILLO,Tarde,Tuesday,0.09578544061302682,261
TEUSAQUILLO,Tarde,Wednesday,0.0842911877394636,261
TUNJUELITO,Madrugada,Friday,0.09195402298850575,261
TUNJUELITO,Madrugada,Monday,0.06896551724137931,261
TUNJUELITO,Madrugada,Saturday,0.18773946360153257,261
TUNJUELITO,Madrugada,Sunday,0.18076923076923077,260
TUNJUELITO,Madrugada,Thursday,0.10344827586206896,261
TUNJUELITO,Madrugada,Tuesday,0.08045977011494253,261
TUNJUELITO,Madrugada,Wednesday,0.06130268199233716,261
TUNJUELITO,Mañana,Friday,0.38697318007662834,261
TUNJUELITO,Mañana,Monday,0.32950191570881227,261
TUNJUELITO,Mañana,Saturday,0.30268199233716475,261
TUNJUELITO,Mañana,Sunday,0.2423076923076923,260
TUNJUELITO,Mañana,Thursday,0.29118773946360155,261
TUNJUELITO,Mañana,Tuesday,0.36398467432950193,261
TUNJUELITO,Mañana,Wednesday,0.3333333333333333,261
TUNJUELITO,Noche,Friday,0.3486590038314176,261
TUNJUELITO,Noche,Monday,0.27586206896551724,261
TUNJUELITO,Noche,Saturday,0.26436781609195403,261
TUNJUELITO,Noche,Sunday,0.16538461538461538,260
TUNJUELITO,Noche,Thursday,0.27586206896551724,261
TUNJUELITO,Noche,Tuesday,0.24904214559386972,261
TUNJUELITO,Noche,Wednesday,0.26436781609195403,261
TUNJUELITO,Tarde,Friday,0.2988505747126437,261
TUNJUELITO,Tarde,Monday,0.3218390804597701,261
TUNJUELITO,Tarde,Saturday,0.3333333333333333,261
TUNJUELITO,Tarde,Sunday,0.21153846153846154,260
TUNJUELITO,Tarde,Thursday,0.3448275862068966,261
TUNJUELITO,Tarde,Tuesday,0.3103448275862069,261
TUNJUELITO,Tarde,Wednesday,0.27586206896551724,261
USAQUÉN,Madrugada,Friday,0.17624521072796934,261
USAQUÉN,Madrugada,Monday,0.1532567049808429,261
USAQUÉN,Madrugada,Saturday,0.24904214559386972,261
USAQUÉN,Madrugada,Sunday,0.2076923076923077,260
USAQUÉN,Madrugada,Thursday,0.11494252873563218,261
USAQUÉN,Madrugada,Tuesday,0.08045977011494253,261
USAQUÉN,Madrugada,Wednesday,0.14942528735632185,261
USAQUÉN,Mañana,Friday,0.1532567049808429,261
USAQUÉN,Mañana,Monday,0.14559386973180077,261
USAQUÉN,Mañana,Saturday,0.08812260536398467,261
USAQUÉN,Mañana,Sunday,0.04230769230769231,260
USAQUÉN,Mañana,Thursday,0.1724137931034483,261
USAQUÉN,Mañana,Tuesday,0.14559386973180077,261
USAQUÉN,Mañana,Wednesday,0.1839080459770115,261
USAQUÉN,Noche,Friday,0.3103448275862069,261
USAQUÉN,Noche,Monday,0.3831417624521073,261
USAQUÉN,Noche,Saturday,0.3563218390804598,261
USAQUÉN,Noche,Sunday,0.24615384615384617,260
USAQUÉN,Noche,Thursday,0.3371647509578544,261
USAQUÉN,Noche,Tuesday,0.32950191570881227,261
USAQUÉN,Noche,Wednesday,0.367816091954023,261
USAQUÉN,Tarde,Friday,0.1839080459770115,261
USAQUÉN,Tarde,Monday,0.1111111111111111,261
USAQUÉN,Tarde,Saturday,0.1111111111111111,261
USAQUÉN,Tarde,Sunday,0.06923076923076923,260
USAQUÉN,Tarde,Thursday,0.15708812260536398,261
USAQUÉN,Tarde,Tuesday,0.13409961685823754,261
USAQUÉN,Tarde,Wednesday,0.1685823754789272,261
USME,Madrugada,Friday,0.08045977011494253,261
USME,Madrugada,Monday,0.13409961685823754,261
USME,Madrugada,Saturday,0.09578544061302682,261
USME,Madrugada,Sunday,0.1423076923076923,260
USME,Madrugada,Thursday,0.09961685823754789,261
USME,Madrugada,Tuesday,0.06513409961685823,261
USME,Madrugada,Wednesday,0.0842911877394636,261
USME,Mañana,Friday,0.22988505747126436,261
USME,Mañana,Monday,0.25287356321839083,261
USME,Mañana,Saturday,0.20306513409961685,261
USME,Mañana,Sunday,0.22692307692307692,260
USME,Mañana,Thursday,0.26053639846743293,261
USME,Mañana,Tuesday,0.24904214559386972,261
USME,Mañana,Wednesday,0.2950191570881226,261
USME,Noche,Friday,0.20689655172413793,261
USME,Noche,Monday,0.1839080459770115,261
USME,Noche,Saturday,0.2950191570881226,261
USME,Noche,Sunday,0.20384615384615384,260
USME,Noche,Thursday,0.22988505747126436,261
USME,Noche,Tuesday,0.2260536398467433,261
USME,Noche,Wednesday,0.21455938697318008,261
USME,Tarde,Friday,0.2222222222222222,261
USME,Tarde,Monday,0.23754789272030652,261
USME,Tarde,Saturday,0.2950191570881226,261
USME,Tarde,Sunday,0.3076923076923077,260
USME,Tarde,Thursday,0.2720306513409962,261
USME,Tarde,Tuesday,0.30268199233716475,261
USME,Tarde,Wednesday,0.210727969348659,261
